Código IES,Nome da IES - Instituição de Ensino Superior
598,UNIVERSIDADE FEDERAL DE ITAJUBA  UNIFEI
599,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
600,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
601,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
602,INSTITUTO TECNOLOGICO DE AERONAUTICA
605,UNIVERSIDADE MUNICIPAL DE SAO CAETANO DO SUL
606,FACULDADE DE DIREITO DE CACHOEIRO DO ITAPEMIRI
607,FACULDADE DE CIENCIAS CONTABEIS E ADMINISTRATI
608,"\ESCOLA SUPERIOR DE CRUZEIRO \""\""PREFEITO HA"
609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA
610,CENTRO UNIVERSITARIO UNIVERSUS VERITAS
614,FACULDADE DE FILOSOFIA SANTA DOROTEIA
615,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS PROFE
616,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE GU
617,FACULDADE DE ENFERMAGEM E OBSTETRICIA DE GUARU
618,FACULDADE DE FISIOTERAPIA DE GUARULHOS
621,CENTRO UNIVERSITARIO CESMAC
622,FACULDADES INTEGRADAS SILVA E SOUZA
623,FACULDADES DE FILOSOFIA CIENCIAS E LETRAS DE S
624,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS CARLO
625,FACULDADE CENECISTA DE CAPIVARI
626,CENTRO UNIVERSITARIO CENECISTA DE OSORIO
627,FACULDADE CNEC VARGINHA
629,FACULDADE CENECISTA DE VITORIA FACEV
630,FACULDADE CENECISTA DE CIENCIAS ADMINISTR1S DE
631,FACULDADE CNEC FARROUPILHA
632,FACULDADE DE CIENCIAS ECONOMICAS ADMINISTR1S E
633,INSTITUTO MILITAR DE ENGENHARIA
634,UNIVERSIDADE FEDERAL DE PELOTAS
636,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING
637,FACULDADE DE ENGENHARIA SAO PAULO
638,FACULDADE DE DIREITO MILTON CAMPOS
639,FACULDADE DE DESENHO INDUSTRIAL DE MAUA
640,FACULDADES INTEGRADAS MARIA THEREZA
641,UNIVERSIDADE LA SALLE
645,CENTRO UNIVERSITARIO  CATOLICA DE SANTA CATARI
646,FACULDADES ASSOCIADAS DE SAO PAULO
647,FACULDADE DE ENFERMAGEM LUIZA DE MARILLAC
648,FACULDADES ASSOCIADAS DE UBERABA  FAZU
649,CENTRO UNIVERSITARIO DE UNIAO DA VITORIA
650,FACULDADE DE AVARE
651,FACULDADE DE ADMINISTRACAO DE GOVERNADOR VALAD
652,FACULDADE SANTA CECILIA
657,FACULDADE DE FORMACAO DE PROFESSORES DE SERRA
659,FACULDADE DE CIENCIAS HUMANAS DO SUL PAULISTA
660,FACULDADE METODISTA DO SUL PAULISTA
661,FACULDADE PIO DECIMO
662,FACULDADES INTEGRADAS CORACAO DE JESUS
663,UNIVERSIDADE SALGADO DE OLIVEIRA
664,UNIVERSIDADE VILA VELHA
665,UNIVERSIDADE DE TAUBATE
666,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA
667,FACULDADES INTEGRADAS DE JACAREPAGUA
668,CENTRO UNIVERSITARIO DE ENSINO SUPERIOR DO AMA
669,UNIVERSIDADE NILTON LINS
670,UNIVERSIDADE SAO FRANCISCO
671,UNIVERSIDADE ANHANGUERA
672,CENTRO UNIVERSITARIO FACENS
673,CENTRO UNIVERSITARIO DA GRANDE DOURADOS
674,CENTRO DE ENSINO SUPERIOR DO VALE SAO FRANCISC
677,FACULDADES REUNIDAS DA ASCE
678,FACULDADE DE ODONTOLOGIA DO PLANALTO CENTRAL
679,FACULDADE DE REABILITACAO DO PLANALTO CENTRAL
680,FACULDADES INTEGRADAS DE PEDRO LEOPOLDO
681,FACULDADES INTEGRADAS ANGLOAMERICANO
682,FACULDADE DO NOROESTE DE MINAS
683,FACULDADE DE CIENCIAS ECONOMICAS DE COLATINA
684,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE CO
685,FACULDADE DO BELO JARDIM
686,FACULDADE DE CIENCIAS APLICADAS DE LIMOEIRO
687,FACULDADE ESTADUAL DE FILOSOFIA CIENCIAS LETRA
688,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA
689,FACULDADE DE NUTRICAO E FONOAUDIOLOGIA
690,FACULDADE DE CIENCIAS CONTABEIS E ADMINISTR1S
691,FACULDADE DE EDUCACAO DE TAQUARA
692,FACULDADE DE CIENCIAS APLICADAS E SOCIAIS DE P
693,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEI
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL
695,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE IT
696,FACULDADE DE CIENCIAS AGRARIAS DE ITUMBIARA
697,FACULDADE DE ADMINISTRACAO DE EMPRESAS DE ITUM
699,FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA
700,FACULDADE DE EDUCACAO DE ITABORAI
701,FACULDADES INTEGRADAS DE GARANHUNS
702,FACULDADE  DE CIENCIAS E TECNOLOGIA PROFESSOR
703,FACULDADE DE FORMACAO DE PROFESSORES DE ARARIP
704,FACULDADE DE CIENCIAS AGRARIAS DE ARARIPINA
705,CENTRO UNIVERSITARIO SAO JOSE
706,FACULDADE DE ARTES DULCINA DE MORAES
707,CENTRO UNIVERSITARIO CENTRAL PAULISTA
708,INSTITUTO DE CIENCIAS SOCIAIS APLICADAS
709,INSTITUTO DE CIENCIAS EXATAS
710,FACULDADE BETHENCOURT DA SILVA
711,FACULDADES REUNIDAS DE ADMINISTRACAO CIENCIAS
712,CENTRO UNIVERSITARIO IBMR
713,ESCOLA SUPERIOR DE ESTATISTICA DA BAHIA
714,FACULDADE ESTADUAL DE FILOSOFIA CIENCIAS E LET
715,FAE CENTRO UNIVERSITARIO
716,FACULDADES INTEGRADAS DE BOTUCATU
717,FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA S
718,UNIVERSIDADE POTIGUAR
719,UNIVERSIDADE DO ESTADO DE MATO GROSSO CARLOS A
720,FACULDADE DE CIENCIAS HUMANAS E SOCIAIS APLICA
721,FACULDADE DE EDUCACAO DE ASSIS
722,ESCOLA DE EDUCACAO FISICA DE ASSIS
723,FACULDADE DE ADMINISTRACAO DE ASSIS
724,CENTRO UNIVERSITARIO FACEX
725,FACULDADE ESTADUAL DE FILOSOFIA CIENCIAS E LET
726,FACULDADE ESTADUAL DE FILOSOFIA CIENCIAS E LET
727,FACULDADE DE FILOSOFIA  CIENCIAS E LETRAS DO A
728,FACULDADE DE CIENCIAS HUMANAS DE CURVELO
729,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE PR
730,UNIVERSIDADE ESTADUAL DE PONTA GROSSA
734,FACULDADES INTEGRADAS MARIA IMACULADA
736,FACULDADE PITAGORAS DE LINHARES
737,CENTRO UNIVERSITARIO SAO CAMILO
738,CENTRO UNIVERSITARIO TERESA D AVILA
739,CENTRO UNIVERSITARIO SAO CAMILO  ESPIRITO SANT
740,FACULDADE DE CIENCIAS HUMANAS DE VITORIA
741,ESCOLA SUPERIOR DE SECRETARIADO DE PERNAMBUCO
742,FACULDADE DE ARQUITETURA E URBANISMO DE PERNAM
743,ESCOLA SUPERIOR DE ENSINO HELENA ANTIPOFF
744,FACULDADE DE ANICUNS
745,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE SAO
746,UNIVERSIDADE REGIONAL DO CARIRI
747,FACULDADE DE CIENCIAS HUMANAS DE IVAIPORA
749,CENTRO DE ENSINO SUPERIOR DO VALE DO PARNAIBA
750,UNIVERSIDADE DE GURUPI
751,FACULDADE DA ILHA
752,FACULDADE DE PARA DE MINAS
753,FACULDADE DE CIENCIAS HUMANAS DO SERTAO CENTRA
754,CENTRO SUPERIOR UNA DE CATALAO
755,CENTRO DE ENSINO SUPERIOR DE JATAI
756,UNIVERSIDADE ESTADUAL DO PIAUI
757,CENTRO UNIVERSITARIO DA AMAZONIA
758,FACULDADE BRASILEIRA DE RECURSOS HUMANOS
759,FACULDADE DE CIENCIAS MEDICAS E PARAMEDICAS FL
760,FACULDADE DE CIENCIAS HUMANAS DE PERNAMBUCO
761,FACULDADE NACIONAL DE CURITIBA
762,FACULDADES INTEGRADAS DE FATIMA DO SUL
763,INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIV
764,FACULDADE PINHEIRO GUIMARAES
767,INSTITUTO SUPERIOR DE INFORMATICA
768,FACULDADE DE ADMINISTRACAO DE NOVA ANDRADINA
769,FACULDADES INTEGRADAS DE NAVIRAI
770,FACULDADE DE EDUCACAO DE CACOAL
771,FACULDADE MARIA AUGUSTA RIBEIRO DAHER
773,FACULDADE DE ADMINISTRACAO E CIENCIAS CONTABEI
774,FACULDADE ALVORADA DE INFORMATICA E PROCESSAME
775,FACULDADE ALVORADA DE EDUCACAO FISICA E DESPOR
776,FACULDADE DE CIENCIAS CONTABEIS DE JEQUIE
777,FACULDADE DE EDUCACAO THEREZA PORTO MARQUES
778,FACULDADE DE TECNOLOGIA DE JACAREI
779,FACULDADE DE PONTA PORA
780,UNIVERSIDADE DE CUIABA
781,FACULDADE DE RONDONOPOLIS
782,FACULDADE CUIABANA DE EDUCACAO E LETRAS
783,FACULDADE MATOGROSSENSE DE CIENCIAS CONTABEIS
785,FACULDADE DE EDUCACAO DE TANGARA DA SERRA
788,FACULDADE DE RONDONIA
789,UNIVERSIDADE FEDERAL DE RORAIMA
790,FACULDADE ISRAELITA DE CIENCIAS DA SAUDE ALBER
791,FACULDADE SENAC DE TURISMO E HOTELARIA DE SAO
792,CENTRO UNIVERSITARIO DO ESTADO DO PARA
793,CENTRO UNIVERSITARIO ESTACIO DE SAO PAULO
794,CENTRO UNIVERSITARIO DE VARZEA GRANDE
795,FACULDADES INTEGRADAS DE DIAMANTINO
796,FACULDADE DE CIENCIAS SOCIAIS APLICADAS DO VAL
797,FACULDADE AVEC DE VILHENA
798,FACULDADES INTEGRADAS DE ARACRUZ
799,FACULDADE LEONARDO DA VINCI
800,FACULDADE DE EDUCACAO FISICA MONTENEGRO
801,FACULDADE MONTENEGRO
802,CENTRO UNIVERSITARIO UNICARIOCA
803,FACULDADE INTERACAO AMERICANA
809,FACULDADE DE DIREITO E CIENCIAS SOCIAIS DO LES
810,CENTRO TECNICOEDUCACIONAL SUPERIOR DO OESTE PA
817,FACULDADE BATISTA CARIOCA
818,FACULDADE DE ADMINISTRACAO DE MINEIROS
819,FACULDADE DE AGRONOMIA DE MINEIROS
820,FACULDADE DE CIENCIAS DA COMPUTACAO DE MINEIRO
821,FACULDADE DE PEDAGOGIA DE MINEIROS
822,ESCOLA SUPERIOR DE ESTUDOS EMPRESARIAIS E INFO
823,UNIVERSIDADE CEUMA
824,CENTRO UNIVERSITARIO DE GOIATUBA
825,FACULDADE PRESBITERIANA GAMMON
826,CENTRO UNIVERSITARIO DE DESENVOLVIMENTO DO CEN
827,FACULDADES UNIDAS DO VALE DO ARAGUAIA
828,FACULDADE DE SAO LOURENCO
829,UNIVERSIDADE ESTADUAL DO TOCANTINS
830,UNIVERSIDADE FEDERAL DO AMAPA
831,FACULDADE DE CIENCIAS HUMANAS DO VALE DO RIO G
832,FACULDADE ARQUIDIOCESANA DE CURVELO
833,FACULDADES INTEGRADAS DE ARIQUEMES
834,FACULDADE VARZEAGRANDENSE DE CIENCIAS HUMANAS
835,FACULDADE VARZEAGRANDENSE DE COMUNICACAO SOCIA
837,FACULDADE DE CIENCIAS HUMANAS DE FORTALEZA
838,FACULDADE DE CIENCIAS TECNOLOGICAS DE FORTALEZ
839,FACULDADE VITORIANA DE CIENCIAS CONTABEIS
840,FACULDADE VITORIANA DE TECNOLOGIA
841,FACULDADE DE TURISMO GUARAPARI
843,FACULDADE DE CIENCIAS E TECNOLOGIA DE BIRIGUI
844,FACULDADE DE AGRONOMIA E ENGENHARIA FLORESTAL
845,FACULDADE DA FUNDACAO EDUCACIONAL ARACATUBA
846,FACULDADE DE ADMINISTRACAO DE TERESINA
847,FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS
848,FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS
849,FACULDADE JESUITA DE FILOSOFIA E TEOLOGIA
850,FACULDADE PRIMUS DE INFORMATICA
851,FACULDADE DE TECNOLOGIA EM PROCESSAMENTO DE DA
852,FACULDADE DE INFORMATICA E ADMINISTRACAO PAULI
859,FACULDADE REGIONAL SANTA CRUZ DE CURITIBA
860,FACULDADE DE CIENCIAS SOCIAIS DE ARAUCARIA
861,CENTRO DE ENSINO SUPERIOR DO AMAPA
862,FACULDADE ESTACIO DE SA DE CAMPO GRANDE
864,FACULDADE DE DIREITO DE VARZEA GRANDE
866,FACULDADE DE INFORMATICA DE CUIABA
867,FACULDADE DE EDUCACAO CIENCIAS E LETRAS DE PON
873,FACULDADES UNIFICADAS DE FOZ DO IGUACU
874,FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIAN
875,FACULDADE DE ESTUDOS SOCIAIS DE BARRA DO GARCA
876,FACULDADE DE TECNOLOGIA DO VALE DO ARAGUAIA
877,FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS
878,CENTRO UNIVERSITARIO CATOLICA DO LESTE DE MINA
880,FACULDADE DE CIENCIAS E TECNOLOGIA DO PARANA
881,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSI
882,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBE
886,FACULDADE DE HORTOLANDIA
887,FACULDADE CHRISTUS
888,FACULDADE BANDEIRANTES DE CIENCIAS EXATAS E HU
890,ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CAR
891,FACULDADE  PITAGORAS
896,ESCOLA SUPERIOR DE TURISMO E HOTELARIA FLORIAN
897,UNIAO DAS ESCOLAS SUPERIORES DO VALE DO IVAI
898,CENTRO UNIVERSITARIO SANTA RITA
899,FACULDADES INTEGRADAS DE RIO VERDE
900,FACULDADE DE CIENCIAS ADMINISTRATIVAS E DE TEC
903,FACULDADE DE CIENCIAS SOCIAIS APLICADAS DO RIO
904,FACULDADE DE PROCESSAMENTO DE DADOS DE JOINVIL
905,FACULDADE ESCOLA PAULISTA DE DIREITO
906,FACULDADE DE SUMARE
907,FACULDADE DE EDUCACAO E CIENCIAS GERENCIAIS DE
908,FACULDADE ALAGOANA DE ADMINISTRACAO
909,FACULDADE FERNANDA BICCHIERI
910,FACULDADE SANTA LUCIA
911,FACULDADES UNIDAS DE ITUMBIARA
912,FACULDADE COMPACTO DE CIENCIAS GERENCIAIS
913,FACULDADES INTEGRADAS DE PARANAIBA  FIPAR
914,FACULDADE PARANAENSE DE ADMINISTRACAO
915,FACULDADE DE ADMINISTRACAO DE FATIMA DO SUL
916,FACULDADE ESTACIO DE TERESINA
917,FACULDADE DE CIENCIAS CONTABEIS DE NAVIRAI
918,CENTRO UNIVERSITARIO UNIVEL
922,FACULDADE REGES DE DRACENA
923,CENTRO UNIVERSITARIO SAO ROQUE
924,FACULDADE INTERLAGOS DE EDUCACAO E CULTURA
925,FACULDADE DE CIENCIAS GERENCIAIS DE VILHENA
926,CENTRO UNIVERSITARIO ANHANGUERA DE CAMPO GRAND
927,CENTRO DE ESTUDOS SUPERIORES DA AMAZONIA
929,INSTITUTO MANAUARA DE ENSINO SUPERIOR
930,FACULDADE DE EDUCACAO DE ALTA FLORESTA
934,FACULDADE SAO CARLOS
935,FACULDADE PAULISTA
939,FACULDADE CATOLICA DE ANAPOLIS
940,FACULDADES MAGSUL
941,FACULDADE DE EDUCACAO DE PORTO VELHO
944,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO R
945,FACULDADE FUNORTE DE JANUARIA
950,UNIAO DE ENSINO SUPERIOR DE NOVA MUTUM
951,FACULDADES INTEGRADAS DE COXIM
952,UNIVERSIDADE SANTA CECILIA
953,UNIVERSIDADE METROPOLITANA DE SANTOS
954,FACULDADE DE CIENCIAS AGRO AMBIENTAIS
955,FACULDADE DE FILOSOFIA NOSSA SENHORA IMACULADA
959,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS
960,FACULDADE DE CIENCIAS CONTABEIS DE ALTA FLORES
961,FACULDADE GARCIA SILVEIRA
966,FACULDADE DE TURISMO SANTOS DUMONT
967,FACULDADE DE TECNOLOGIA DE TAQUARITINGA
968,FACULDADE DE TECNOLOGIA EM PROCESSAMENTO DE DA
969,FACULDADE DE TURISMO FORMIGA
970,FACULDADE DE SERVICO SOCIAL DE CARATINGA
971,FACULDADE DE TECNOLOGIA E CIENCIAS DE CONSELHE
973,FACULDADE DE LUCELIA
975,FACULDADE DE FISIOTERAPIA DE CARATINGA
976,FACULDADES INTEGRADAS DE PONTA PORA
977,FACULDADE SAO CAMILO
980,FACULDADE DE ADMINISTRACAO DE GUARAPARI
983,FACULDADE PRUDENTE DE MORAES
984,FACULDADE DE EDUCACAO DE IVAIPORA
985,FACULDADE EVANGELICA DE RUBIATABA
986,FACULDADE DE EDUCACAO E CULTURA MONTESSORI
988,FACULDADE DE COMUNICACAO SOCIAL TAMOIOS
989,ESCOLA SUPERIOR EM MEIO AMBIENTE
990,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE CO
991,FACULDADE SENAICETIQT
994,FACULDADE DE DUQUE DE CAXIAS
997,CENTRO UNIVERSITARIO DE BAURU
998,FACULDADE DE SERVICO SOCIAL DE BAURU
999,FACULDADE DE DIREITO DE BAURU
1001,FACULDADE DE CIENCIAS ECONOMICAS E ADMINISTR1S
1002,FACULDADE DE DIREITO DE PRESIDENTE PRUDENTE
1003,FACULDADE DE SERVICO SOCIAL PRESIDENTE PRUDENT
1012,FACULDADE DO SERTAO DO PAJEU
1013,FACULDADE SUDOESTE PAULISTANO
1014,INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERA
1015,FACULDADE DE CIENCIAS CONTABEIS MACHADO DE ASS
1016,FACULDADE DE CIENCIAS HUMANAS DO VALE DO PIRAN
1017,FACULDADE STEFANINI
1019,FACULDADE DE CIENCIAS E TECNOLOGIA DE UNAI  FA
1021,FACULDADE DE CIENCIAS DE TIMBAUBA
1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARC
1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL
1030,CENTRO UNIVERSITARIO IBMEC
1031,FACULDADE ANDRE DA SILVEIRA
1032,CENTRO UNIVERSITARIO SALESIANO DE SAO PAULO
1034,UNIAO DE ESCOLAS SUPERIORES DA FUNESO
1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS
1038,FACULDADES INTEGRADAS DE TRES LAGOAS
1040,FACULDADES DE VALINHOS
1041,UNIVERSIDADE DO VALE DO TAQUARI
1042,UNIVERSIDADE POSITIVO
1043,CENTRO UNIVERSITARIO DA FUNDACAO HERMINIO OMET
1045,CENTRO UNIVERSITARIO ANHANGUERA
1046,UNIAO DAS FACULDADES DOS GRANDES LAGOS
1047,FACULDADE TECNOLOGICA PORTO ALEGRENSE
1048,FACULDADE CAMPOS ELISEOS
1049,INSTITUTO DE ENSINO SUPERIOR FUCAPI
1051,FACULDADE DA SEUNE
1052,FACULDADE ADVENTISTA DE ADMINISTRACAO DO NORDE
1053,CENTRO UNIVERSIARIO UNIFTC DE FEIRA DE SANTANA
1054,ESCOLA BAHIANA DE ADMINISTRACAO
1055,CENTRO UNIVERSITARIO MAURICIO DE NASSAU DE SAL
1058,ESTACIO FIB  CENTRO UNIVERSITARIO ESTACIO DA B
1059,FACULDADE LOURENCO FILHO
1060,CENTRO UNIVERSITARIO DO INSTITUTO DE EDUCACAO
1061,FACULDADE PLANALTO DE ADMINISTRACAO E CIENCIAS
1063,FACULDADE DOCTUM DE VILA VELHA
1064,FACULDADE DOCTUM DE VITORIA
1065,FACULDADE DE CIENCIAS ECONOMICAS E ADMINISTR1S
1066,INSTITUTO DE ENSINO E PESQUISA OBJETIVO
1067,FACULDADE DE JUSSARA
1068,FACULDADE ALDETE MARIA ALVES
1069,CENTRO REGIONAL DE ESTUDOS EM CIENCIAS HUMANAS
1070,FACULDADE CNEC UNAI
1071,INSTITUTO DE ENSINO SUPERIOR DA FUNLEC
1072,FACULDADE AFIRMATIVO
1075,CENTRO UNIVERSITARIO  UNIESP
1076,FACULDADE DE FILOSOFIA  CIENCIAS E LETRAS DE C
1077,CENTRO UNIVERSITARIO ESTACIO DO RECIFE
1078,CENTRO UNIVERSITARIO INTEGRADO DE CAMPO MOURAO
1079,FACULDADE MARINGA
1080,FACULDADE ARTHUR SA EARP NETO
1081,FACULDADE DE ENGENHARIA DE RESENDE
1082,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
1084,CENTRO UNIVERSITARIO CNEC DE BENTO GONCALVES
1085,FACULDADE METODISTA CENTENARIO
1086,FACULDADE DE EDUCACAO DE COLORADO DO OESTE
1087,CENTRO UNIVERSITARIO APARICIO CARVALHO
1088,FACULDADE DE DESENHO INDUSTRIAL DE JOINVILLE
1089,CENTRO DE EDUCACAO SUPERIOR UNICA
1090,FACULDADE SAO LUIS DE FRANCA
1091,FACULDADE DE PEDAGOGIA DE VARGEM GRANDE PAULIS
1092,FACULDADES INTEGRADAS DE BAURU
1093,FACULDADE DE CIENCIAS JURIDICAS E GERENCIAIS D
1095,FACULDADE DE ADMINISTRACAO E NEGOCIOS DE MONTE
1096,FACULDADE DE PRESIDENTE EPITACIO  FAPE
1097,FACULDADES INTEGRADAS DE SAO PAULO
1099,FACULDADE DE EDUCACAO E CIENCIAS GERENCIAIS DE
1100,CENTRO UNIVERSITARIO CARLOS DRUMMOND DE ANDRAD
1101,FACULDADE ADVENTISTA DE CIENCIAS DA SAUDE
1102,FACULDADE DE INFORMATICA MARILIA
1103,FACULDADE DE ADMINISTRACAO SAO PAULO
1104,FACULDADE DE COMUNICACAO SOCIAL DE CARATINGA
1107,CENTRO UNIVERSITARIO ESTACIO DO CEARA
1108,FACULDADE DE CIENCIAS GERENCIAIS  COTIA
1111,FACULDADE DE TURISMO DOMUS
1112,FACULDADE DE RELACOES INTERNACIONAIS DOMUS
1113,CENTRO UNIVERSITARIO EUROAMERICANO
1114,FACULDADE DE CIENCIAS JURIDICAS E SOCIAIS APLI
1115,FACULDADE SANTA TEREZINHA
1116,FACULDADE CAICARAS
1117,FACULDADE SENAC DE COMUNICACAO E ARTES
1118,FACULDADE DE MIRASSOL
1119,FACULDADE PLANALTO DE FILOSOFIA CIENCIAS E LET
1120,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
1122,FACULDADE REGES DE OSVALDO CRUZ
1123,INSTITUTO DE EDUCACAO SUPERIOR UNYAHNA DE SALV
1124,FACULDADE DOM PEDRO II DE BARREIRAS
1125,FACULDADES INTEGRADAS ESPIRITA
1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE
1128,UNIVERSIDADE DE ITAUNA
1129,CENTRO UNIVERSITARIO DO NORTE PAULISTA
1130,FACULDADE METODISTA DE CIENCIAS HUMANAS E EXAT
1131,CENTRO UNIVERSITARIO SANTO AGOSTINHO
1132,FACULDADE DE CIENCIA DA COMPUTACAO DE CARATING
1134,FACULDADE EVANGELICA LUTERANA MARTINUS
1135,FACULDADE PLANALTO DE CIENCIA DA COMPUTACAO
1136,FACULDADE DE CIENCIAS HUMANAS E SOCIAIS DE IGA
1137,CENTRO DE ENSINO SUPERIOR HEROIS DE JENIPAPO
1138,CENTRO DE EDUCACAO SUPERIOR DE BLUMENAU
1139,FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS
1140,FACULDADE DE CIENCIAS HUMANAS E SOCIAIS
1141,CENTRO UNIVERSITARIO GAMA E SOUZA
1142,FACULDADE DE DIREITO DE VITORIA
1144,FACULDADE DE CIENCIAS HUMANAS
1145,FACULDADE DE CIENCIAS AGRARIAS DO PLANALTO CEN
1147,FACULDADE RUY BARBOSA DE PSICOLOGIA
1149,CENTRO UNIVERSITARIO NOSSA SENHORA DO PATROCIN
1150,FACULDADE DE TECNOLOGIA SENAI THEOBALDO DE NIG
1151,FACULDADE DE ADMINISTRACAO E NEGOCIOS DE SERGI
1152,INSTITUTO SUL BRASIL DE ENSINO SUPERIOR
1153,UNIVERSIDADE CANDIDO MENDES
1155,FACULDADE SALESIANA DE SANTA TERESA
1156,FACULDADE CNEC ITABORAI
1157,ESCOLA SUPERIOR SAO FRANCISCO DE ASSIS
1158,FACULDADE RUY BARBOSA DE CIENCIA DA COMPUTACAO
1159,CENTRO DE ENSINO SUPERIOR DE VITORIA
1160,FACULDADE CAMBURY
1161,INSPER INSTITUTO DE ENSINO E PESQUISA
1162,FACULDADE DE ALTA FLORESTA
1163,FACULDADE DE CIENCIA DA COMPUTACAO
1164,FACULDADE VARZEAGRANDENSE DE ADMINISTRACAO
1166,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
1168,FACULDADE DE ANALISE DE SISTEMAS DE INFORMACAO
1169,FACULDADE SENAC DE MODA
1170,FACULDADE METROPOLITANA DE CAMACARI
1171,FACULDADE DE LETRAS MARILIA
1172,FACULDADE AD 1
1173,FACULDADE ANHANGUERA DE BRASILIA
1174,FACULDADE DE SABARA
1175,FACULDADE ESTACIO DO RIO GRANDE DO SUL  ESTACI
1176,FACULDADE DE ANGRA DOS REIS
1177,ESCOLA SUPERIOR DE CIENCIAS AGRARIAS
1179,ESCOLA SUPERIOR DE CIENCIAS DA SAUDE DE RIO VE
1180,FACULDADE BARDDAL DE LETRAS
1182,INSTITUTO DE ENSINO SUPERIOR DE AMERICANA
1183,INSTITUTO SAO JOSE DOS CAMPOS DE ENSINO SUPERI
1184,CENTRO DE CIENCIAS DA SAUDE DE VITORIA
1185,CENTRO UNIVERSITARIO JORGE AMADO
1186,FACULDADE DE TURISMO E HOTELARIA
1187,CENTRO UNIVERSITARIO MODULO
1189,UNIVERSIDADE DO PLANALTO CATARINENSE
1190,FACULDADE INTEGRAL CANTAREIRA
1191,INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA
1192,FACULDADE DE CIENCIAS DA SAUDE DE SAO PAULO
1194,FACULDADE DE TECNOLOGIA DE PONTA PORA
1195,FACULDADE SENAI DE TECNOLOGIA MECATRONICA
1196,CENTRO UNIVERSITARIO DE MARINGA  UNICESUMAR
1197,FACULDADE DE TURISMO AEMARJ
1198,FACULDADE DE CIENCIAS SOCIAIS E APLICADAS DO P
1200,INSTITUTO BRASILIENSE DE TECNOLOGIA E CIENCIA
1201,FACULDADE DE ADMINISTRACAO MILTON CAMPOS
1202,FACULDADE SANTA RITA
1203,FACULDADE DE ECONOMIA DE OURO FINO
1204,FACULDADE DE AMAMBAI
1205,FACULDADE EDUCACIONAL DA LAPA
1206,FACULDADE ADVENTISTA DE FISIOTERAPIA
1207,FACULDADE DE ADMINISTRACAO GERAL
1208,FAL ESTACIO  FACULDADE ESTACIO DE NATAL
1209,FACULDADE DE ADMINISTRACAO DE EMPRESAS DE CACO
1210,FACULDADE DE CIENCIAS DA COMUNICACAO DE TAQUAR
1211,INSTITUTO DE ENSINO SUPERIOR DE SOROCABA
1212,FACULDADE DE CIENCIAS CONTABEIS DE ASSIS
1213,FACULDADE FLEMING
1215,FACULDADE ANGLOLATINO
1217,CENTRO DE TECNOLOGIA EM AUTOMACAO DE INFORMATI
1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR
1220,INSTITUTO MATAO DE ENSINO SUPERIOR
1221,FACULDADE GAMMON
1222,FACULDADE SENAC DE CIENCIAS EXATAS E TECNOLOGI
1223,FACULDADE RADIAL JABAQUARA
1224,CENTRO UNIVERSITARIO DE JALES
1225,CENTRO UNIVERSITARIO AMPARENSE
